origin,o_lon,o_lat,destination,d_lon,d_lat,delay,count
ATL,-84.428067,33.636719,MCO,-81.308994,28.429394,0,1
ATL,-84.428067,33.636719,LGA,-73.872608,40.777245,0,1
ATL,-84.428067,33.636719,MSP,-93.221767,44.881956,41,1
ATL,-84.428067,33.636719,MSP,-93.221767,44.881956,0,1
ATL,-84.428067,33.636719,MCO,-81.308994,28.429394,0,1
ATL,-84.428067,33.636719,DFW,-97.037997,32.896828,0,1
ATL,-84.428067,33.636719,DFW,-97.037997,32.896828,4,1
ATL,-84.428067,33.636719,CLT,-80.943139,35.214,3,1
ATL,-84.428067,33.636719,MIA,-80.290556,25.79325,12,1
ATL,-84.428067,33.636719,MSP,-93.221767,44.881956,3,1
ATL,-84.428067,33.636719,PHL,-75.241139,39.871944,0,1
ATL,-84.428067,33.636719,EWR,-74.168667,40.6925,12,1
ATL,-84.428067,33.636719,JFK,-73.778925,40.639751,0,1
ATL,-84.428067,33.636719,LAX,-118.408075,33.942536,54,1
ATL,-84.428067,33.636719,IAH,-95.341442,29.984433,8,1
ATL,-84.428067,33.636719,LAX,-118.408075,33.942536,1,1
ATL,-84.428067,33.636719,LAS,-115.15225,36.080056,5,1
ATL,-84.428067,33.636719,IAH,-95.341442,29.984433,0,1
ATL,-84.428067,33.636719,MCO,-81.308994,28.429394,0,1
ATL,-84.428067,33.636719,DEN,-104.673178,39.861656,0,1
ATL,-84.428067,33.636719,SEA,-122.309306,47.449,0,1
ATL,-84.428067,33.636719,CLT,-80.943139,35.214,0,1
ATL,-84.428067,33.636719,LGA,-73.872608,40.777245,18,1
ATL,-84.428067,33.636719,PHL,-75.241139,39.871944,41,1
ATL,-84.428067,33.636719,DFW,-97.037997,32.896828,0,1
ATL,-84.428067,33.636719,MCO,-81.308994,28.429394,0,1
ATL,-84.428067,33.636719,SEA,-122.309306,47.449,0,1
ATL,-84.428067,33.636719,PHX,-112.011583,33.434278,0,1
ATL,-84.428067,33.636719,MIA,-80.290556,25.79325,0,1
ATL,-84.428067,33.636719,LAX,-118.408075,33.942536,26,1
ATL,-84.428067,33.636719,LGA,-73.872608,40.777245,4,1
ATL,-84.428067,33.636719,ORD,-87.904842,41.978603,0,1
ATL,-84.428067,33.636719,SEA,-122.309306,47.449,3,1
ATL,-84.428067,33.636719,MCO,-81.308994,28.429394,3,1
ATL,-84.428067,33.636719,LAS,-115.15225,36.080056,0,1
BOS,-71.005181,42.364347,ATL,-84.428067,33.636719,25,1
BOS,-71.005181,42.364347,ATL,-84.428067,33.636719,0,1
BOS,-71.005181,42.364347,PHL,-75.241139,39.871944,0,1
BOS,-71.005181,42.364347,PHL,-75.241139,39.871944,0,1
BOS,-71.005181,42.364347,LGA,-73.872608,40.777245,0,1
BOS,-71.005181,42.364347,MCO,-81.308994,28.429394,0,1
BOS,-71.005181,42.364347,DEN,-104.673178,39.861656,1,1
BOS,-71.005181,42.364347,MSP,-93.221767,44.881956,27,1
BOS,-71.005181,42.364347,CLT,-80.943139,35.214,0,1
BOS,-71.005181,42.364347,DEN,-104.673178,39.861656,65,1
BOS,-71.005181,42.364347,DFW,-97.037997,32.896828,105,1
BOS,-71.005181,42.364347,EWR,-74.168667,40.6925,15,1
BOS,-71.005181,42.364347,PHX,-112.011583,33.434278,71,1
BOS,-71.005181,42.364347,LGA,-73.872608,40.777245,0,1
BOS,-71.005181,42.364347,ORD,-87.904842,41.978603,1,1
BOS,-71.005181,42.364347,ATL,-84.428067,33.636719,0,1
BOS,-71.005181,42.364347,DFW,-97.037997,32.896828,17,1
CLT,-80.943139,35.214,JFK,-73.778925,40.639751,0,1
CLT,-80.943139,35.214,DTW,-83.353389,42.212444,0,1
CLT,-80.943139,35.214,DFW,-97.037997,32.896828,0,1
CLT,-80.943139,35.214,ATL,-84.428067,33.636719,0,1
CLT,-80.943139,35.214,BOS,-71.005181,42.364347,42,1
CLT,-80.943139,35.214,EWR,-74.168667,40.6925,0,1
CLT,-80.943139,35.214,EWR,-74.168667,40.6925,0,1
CLT,-80.943139,35.214,DFW,-97.037997,32.896828,4,1
CLT,-80.943139,35.214,BOS,-71.005181,42.364347,1,1
CLT,-80.943139,35.214,LGA,-73.872608,40.777245,0,1
CLT,-80.943139,35.214,ATL,-84.428067,33.636719,3,1
CLT,-80.943139,35.214,SFO,-122.374889,37.618972,46,1
CLT,-80.943139,35.214,DEN,-104.673178,39.861656,118,1
CLT,-80.943139,35.214,ATL,-84.428067,33.636719,9,1
CLT,-80.943139,35.214,BOS,-71.005181,42.364347,0,1
CLT,-80.943139,35.214,DTW,-83.353389,42.212444,0,1
CLT,-80.943139,35.214,LGA,-73.872608,40.777245,0,1
CLT,-80.943139,35.214,SFO,-122.374889,37.618972,0,1
CLT,-80.943139,35.214,ATL,-84.428067,33.636719,0,1
CLT,-80.943139,35.214,PHL,-75.241139,39.871944,0,1
DEN,-104.673178,39.861656,ORD,-87.904842,41.978603,0,1
DEN,-104.673178,39.861656,PHX,-112.011583,33.434278,2,1
DEN,-104.673178,39.861656,DTW,-83.353389,42.212444,9,1
DEN,-104.673178,39.861656,LAS,-115.15225,36.080056,0,1
DEN,-104.673178,39.861656,LAX,-118.408075,33.942536,111,1
DEN,-104.673178,39.861656,IAH,-95.341442,29.984433,30,1
DEN,-104.673178,39.861656,ATL,-84.428067,33.636719,0,1
DEN,-104.673178,39.861656,ORD,-87.904842,41.978603,0,1
DEN,-104.673178,39.861656,LAX,-118.408075,33.942536,0,1
DEN,-104.673178,39.861656,IAH,-95.341442,29.984433,4,1
DEN,-104.673178,39.861656,BOS,-71.005181,42.364347,294,1
DEN,-104.673178,39.861656,MCO,-81.308994,28.429394,5,1
DEN,-104.673178,39.861656,LGA,-73.872608,40.777245,69,1
DEN,-104.673178,39.861656,LGA,-73.872608,40.777245,7,1
DEN,-104.673178,39.861656,SEA,-122.309306,47.449,1,1
DEN,-104.673178,39.861656,PHL,-75.241139,39.871944,0,1
DEN,-104.673178,39.861656,CLT,-80.943139,35.214,0,1
DEN,-104.673178,39.861656,DTW,-83.353389,42.212444,40,1
DEN,-104.673178,39.861656,LAS,-115.15225,36.080056,0,1
DEN,-104.673178,39.861656,LGA,-73.872608,40.777245,0,1
DEN,-104.673178,39.861656,DFW,-97.037997,32.896828,0,1
DEN,-104.673178,39.861656,LAS,-115.15225,36.080056,0,1
DEN,-104.673178,39.861656,IAH,-95.341442,29.984433,3,1
DEN,-104.673178,39.861656,IAH,-95.341442,29.984433,5,1
DEN,-104.673178,39.861656,DTW,-83.353389,42.212444,26,1
DEN,-104.673178,39.861656,DTW,-83.353389,42.212444,5,1
DEN,-104.673178,39.861656,SFO,-122.374889,37.618972,12,1
DFW,-97.037997,32.896828,ORD,-87.904842,41.978603,59,1
DFW,-97.037997,32.896828,LAS,-115.15225,36.080056,0,1
DFW,-97.037997,32.896828,LAS,-115.15225,36.080056,0,1
DFW,-97.037997,32.896828,DEN,-104.673178,39.861656,0,1
DFW,-97.037997,32.896828,PHX,-112.011583,33.434278,6,1
DFW,-97.037997,32.896828,LAX,-118.408075,33.942536,0,1
DFW,-97.037997,32.896828,MCO,-81.308994,28.429394,6,1
DFW,-97.037997,32.896828,ORD,-87.904842,41.978603,1,1
DFW,-97.037997,32.896828,ORD,-87.904842,41.978603,0,1
DFW,-97.037997,32.896828,MCO,-81.308994,28.429394,0,1
DFW,-97.037997,32.896828,LAX,-118.408075,33.942536,131,1
DFW,-97.037997,32.896828,ATL,-84.428067,33.636719,0,1
DFW,-97.037997,32.896828,DEN,-104.673178,39.861656,31,1
DFW,-97.037997,32.896828,DTW,-83.353389,42.212444,0,1
DFW,-97.037997,32.896828,ATL,-84.428067,33.636719,0,1
DFW,-97.037997,32.896828,ATL,-84.428067,33.636719,0,1
DFW,-97.037997,32.896828,EWR,-74.168667,40.6925,0,1
DFW,-97.037997,32.896828,DTW,-83.353389,42.212444,28,1
DFW,-97.037997,32.896828,ATL,-84.428067,33.636719,28,1
DFW,-97.037997,32.896828,LAX,-118.408075,33.942536,0,1
DFW,-97.037997,32.896828,MSP,-93.221767,44.881956,19,1
DFW,-97.037997,32.896828,ATL,-84.428067,33.636719,0,1
DTW,-83.353389,42.212444,SEA,-122.309306,47.449,0,1
DTW,-83.353389,42.212444,LAS,-115.15225,36.080056,0,1
DTW,-83.353389,42.212444,ATL,-84.428067,33.636719,0,1
DTW,-83.353389,42.212444,LGA,-73.872608,40.777245,52,1
DTW,-83.353389,42.212444,LAS,-115.15225,36.080056,44,1
DTW,-83.353389,42.212444,IAH,-95.341442,29.984433,72,1
DTW,-83.353389,42.212444,PHL,-75.241139,39.871944,0,1
DTW,-83.353389,42.212444,ORD,-87.904842,41.978603,1,1
DTW,-83.353389,42.212444,LAX,-118.408075,33.942536,13,1
DTW,-83.353389,42.212444,PHL,-75.241139,39.871944,33,1
DTW,-83.353389,42.212444,MCO,-81.308994,28.429394,0,1
DTW,-83.353389,42.212444,SEA,-122.309306,47.449,2,1
DTW,-83.353389,42.212444,ORD,-87.904842,41.978603,1,1
DTW,-83.353389,42.212444,BOS,-71.005181,42.364347,0,1
DTW,-83.353389,42.212444,MIA,-80.290556,25.79325,0,1
DTW,-83.353389,42.212444,LAS,-115.15225,36.080056,0,1
DTW,-83.353389,42.212444,LGA,-73.872608,40.777245,15,1
DTW,-83.353389,42.212444,BOS,-71.005181,42.364347,1,1
DTW,-83.353389,42.212444,ORD,-87.904842,41.978603,9,1
EWR,-74.168667,40.6925,IAH,-95.341442,29.984433,0,1
EWR,-74.168667,40.6925,SEA,-122.309306,47.449,3,1
EWR,-74.168667,40.6925,LAX,-118.408075,33.942536,38,1
EWR,-74.168667,40.6925,ORD,-87.904842,41.978603,6,1
EWR,-74.168667,40.6925,DEN,-104.673178,39.861656,3,1
EWR,-74.168667,40.6925,ORD,-87.904842,41.978603,0,1
EWR,-74.168667,40.6925,ORD,-87.904842,41.978603,0,1
EWR,-74.168667,40.6925,SEA,-122.309306,47.449,10,1
EWR,-74.168667,40.6925,BOS,-71.005181,42.364347,0,1
IAH,-95.341442,29.984433,PHX,-112.011583,33.434278,1,1
IAH,-95.341442,29.984433,SEA,-122.309306,47.449,0,1
IAH,-95.341442,29.984433,ORD,-87.904842,41.978603,2,1
IAH,-95.341442,29.984433,ORD,-87.904842,41.978603,0,1
IAH,-95.341442,29.984433,PHX,-112.011583,33.434278,0,1
IAH,-95.341442,29.984433,CLT,-80.943139,35.214,0,1
IAH,-95.341442,29.984433,DEN,-104.673178,39.861656,11,1
IAH,-95.341442,29.984433,ATL,-84.428067,33.636719,2,1
IAH,-95.341442,29.984433,LAX,-118.408075,33.942536,0,1
IAH,-95.341442,29.984433,LAX,-118.408075,33.942536,0,1
IAH,-95.341442,29.984433,MSP,-93.221767,44.881956,4,1
IAH,-95.341442,29.984433,DEN,-104.673178,39.861656,2,1
IAH,-95.341442,29.984433,LAS,-115.15225,36.080056,76,1
IAH,-95.341442,29.984433,LAX,-118.408075,33.942536,2,1
IAH,-95.341442,29.984433,PHL,-75.241139,39.871944,0,1
IAH,-95.341442,29.984433,PHL,-75.241139,39.871944,0,1
IAH,-95.341442,29.984433,CLT,-80.943139,35.214,30,1
JFK,-73.778925,40.639751,SFO,-122.374889,37.618972,0,1
JFK,-73.778925,40.639751,LAX,-118.408075,33.942536,4,1
JFK,-73.778925,40.639751,MIA,-80.290556,25.79325,0,1
JFK,-73.778925,40.639751,LAX,-118.408075,33.942536,1,1
JFK,-73.778925,40.639751,LAX,-118.408075,33.942536,0,1
JFK,-73.778925,40.639751,SFO,-122.374889,37.618972,235,1
JFK,-73.778925,40.639751,LAX,-118.408075,33.942536,0,1
JFK,-73.778925,40.639751,CLT,-80.943139,35.214,11,1
JFK,-73.778925,40.639751,ORD,-87.904842,41.978603,32,1
JFK,-73.778925,40.639751,MIA,-80.290556,25.79325,19,1
JFK,-73.778925,40.639751,SEA,-122.309306,47.449,0,1
JFK,-73.778925,40.639751,LAX,-118.408075,33.942536,0,1
JFK,-73.778925,40.639751,DFW,-97.037997,32.896828,7,1
JFK,-73.778925,40.639751,MSP,-93.221767,44.881956,0,1
JFK,-73.778925,40.639751,ATL,-84.428067,33.636719,26,1
JFK,-73.778925,40.639751,SFO,-122.374889,37.618972,0,1
LAS,-115.15225,36.080056,DEN,-104.673178,39.861656,0,1
LAS,-115.15225,36.080056,LAX,-118.408075,33.942536,5,1
LAS,-115.15225,36.080056,LAX,-118.408075,33.942536,2,1
LAS,-115.15225,36.080056,DEN,-104.673178,39.861656,7,1
LAS,-115.15225,36.080056,SFO,-122.374889,37.618972,0,1
LAS,-115.15225,36.080056,SEA,-122.309306,47.449,6,1
LAS,-115.15225,36.080056,SFO,-122.374889,37.618972,0,1
LAS,-115.15225,36.080056,PHX,-112.011583,33.434278,0,1
LAS,-115.15225,36.080056,DEN,-104.673178,39.861656,30,1
LAS,-115.15225,36.080056,DEN,-104.673178,39.861656,6,1
LAS,-115.15225,36.080056,PHX,-112.011583,33.434278,0,1
LAS,-115.15225,36.080056,ATL,-84.428067,33.636719,7,1
LAS,-115.15225,36.080056,DTW,-83.353389,42.212444,0,1
LAS,-115.15225,36.080056,DFW,-97.037997,32.896828,7,1
LAS,-115.15225,36.080056,EWR,-74.168667,40.6925,0,1
LAS,-115.15225,36.080056,IAH,-95.341442,29.984433,0,1
LAS,-115.15225,36.080056,ATL,-84.428067,33.636719,4,1
LAS,-115.15225,36.080056,DEN,-104.673178,39.861656,0,1
LAS,-115.15225,36.080056,PHX,-112.011583,33.434278,0,1
LAS,-115.15225,36.080056,SFO,-122.374889,37.618972,5,1
LAS,-115.15225,36.080056,PHX,-112.011583,33.434278,0,1
LAS,-115.15225,36.080056,LAX,-118.408075,33.942536,0,1
LAS,-115.15225,36.080056,SEA,-122.309306,47.449,0,1
LAX,-118.408075,33.942536,JFK,-73.778925,40.639751,0,1
LAX,-118.408075,33.942536,SFO,-122.374889,37.618972,0,1
LAX,-118.408075,33.942536,JFK,-73.778925,40.639751,0,1
LAX,-118.408075,33.942536,MIA,-80.290556,25.79325,0,1
LAX,-118.408075,33.942536,SFO,-122.374889,37.618972,1,1
LAX,-118.408075,33.942536,DFW,-97.037997,32.896828,0,1
LAX,-118.408075,33.942536,SFO,-122.374889,37.618972,0,1
LAX,-118.408075,33.942536,ORD,-87.904842,41.978603,10,1
LAX,-118.408075,33.942536,SFO,-122.374889,37.618972,0,1
LAX,-118.408075,33.942536,PHX,-112.011583,33.434278,9,1
LAX,-118.408075,33.942536,JFK,-73.778925,40.639751,2,1
LAX,-118.408075,33.942536,ATL,-84.428067,33.636719,6,1
LAX,-118.408075,33.942536,JFK,-73.778925,40.639751,110,1
LAX,-118.408075,33.942536,JFK,-73.778925,40.639751,5,1
LAX,-118.408075,33.942536,DEN,-104.673178,39.861656,4,1
LAX,-118.408075,33.942536,ORD,-87.904842,41.978603,188,1
LAX,-118.408075,33.942536,ATL,-84.428067,33.636719,132,1
LAX,-118.408075,33.942536,SEA,-122.309306,47.449,0,1
LAX,-118.408075,33.942536,JFK,-73.778925,40.639751,12,1
LAX,-118.408075,33.942536,MIA,-80.290556,25.79325,21,1
LAX,-118.408075,33.942536,DFW,-97.037997,32.896828,34,1
LAX,-118.408075,33.942536,ORD,-87.904842,41.978603,0,1
LAX,-118.408075,33.942536,ORD,-87.904842,41.978603,0,1
LAX,-118.408075,33.942536,EWR,-74.168667,40.6925,0,1
LAX,-118.408075,33.942536,SFO,-122.374889,37.618972,15,1
LAX,-118.408075,33.942536,SEA,-122.309306,47.449,24,1
LAX,-118.408075,33.942536,CLT,-80.943139,35.214,6,1
LGA,-73.872608,40.777245,ORD,-87.904842,41.978603,0,1
LGA,-73.872608,40.777245,ORD,-87.904842,41.978603,0,1
LGA,-73.872608,40.777245,DEN,-104.673178,39.861656,0,1
LGA,-73.872608,40.777245,BOS,-71.005181,42.364347,0,1
LGA,-73.872608,40.777245,MCO,-81.308994,28.429394,1,1
LGA,-73.872608,40.777245,MSP,-93.221767,44.881956,0,1
LGA,-73.872608,40.777245,MIA,-80.290556,25.79325,74,1
LGA,-73.872608,40.777245,DTW,-83.353389,42.212444,0,1
LGA,-73.872608,40.777245,DTW,-83.353389,42.212444,8,1
LGA,-73.872608,40.777245,ORD,-87.904842,41.978603,105,1
LGA,-73.872608,40.777245,CLT,-80.943139,35.214,0,1
LGA,-73.872608,40.777245,IAH,-95.341442,29.984433,57,1
LGA,-73.872608,40.777245,MCO,-81.308994,28.429394,84,1
LGA,-73.872608,40.777245,CLT,-80.943139,35.214,2,1
LGA,-73.872608,40.777245,ATL,-84.428067,33.636719,0,1
LGA,-73.872608,40.777245,BOS,-71.005181,42.364347,0,1
LGA,-73.872608,40.777245,MCO,-81.308994,28.429394,0,1
LGA,-73.872608,40.777245,ATL,-84.428067,33.636719,0,1
LGA,-73.872608,40.777245,MCO,-81.308994,28.429394,21,1
MCO,-81.308994,28.429394,CLT,-80.943139,35.214,0,1
MCO,-81.308994,28.429394,PHL,-75.241139,39.871944,0,1
MCO,-81.308994,28.429394,EWR,-74.168667,40.6925,23,1
MCO,-81.308994,28.429394,JFK,-73.778925,40.639751,0,1
MCO,-81.308994,28.429394,PHL,-75.241139,39.871944,0,1
MCO,-81.308994,28.429394,LGA,-73.872608,40.777245,18,1
MCO,-81.308994,28.429394,JFK,-73.778925,40.639751,2,1
MCO,-81.308994,28.429394,ORD,-87.904842,41.978603,0,1
MCO,-81.308994,28.429394,EWR,-74.168667,40.6925,0,1
MCO,-81.308994,28.429394,PHL,-75.241139,39.871944,0,1
MCO,-81.308994,28.429394,ATL,-84.428067,33.636719,1,1
MCO,-81.308994,28.429394,LGA,-73.872608,40.777245,0,1
MCO,-81.308994,28.429394,LAX,-118.408075,33.942536,14,1
MCO,-81.308994,28.429394,DTW,-83.353389,42.212444,0,1
MCO,-81.308994,28.429394,ATL,-84.428067,33.636719,0,1
MCO,-81.308994,28.429394,BOS,-71.005181,42.364347,0,1
MIA,-80.290556,25.79325,PHL,-75.241139,39.871944,0,1
MIA,-80.290556,25.79325,BOS,-71.005181,42.364347,0,1
MIA,-80.290556,25.79325,MSP,-93.221767,44.881956,0,1
MIA,-80.290556,25.79325,DFW,-97.037997,32.896828,0,1
MIA,-80.290556,25.79325,ORD,-87.904842,41.978603,6,1
MIA,-80.290556,25.79325,DFW,-97.037997,32.896828,0,1
MIA,-80.290556,25.79325,JFK,-73.778925,40.639751,3,1
MIA,-80.290556,25.79325,BOS,-71.005181,42.364347,0,1
MIA,-80.290556,25.79325,ATL,-84.428067,33.636719,0,1
MIA,-80.290556,25.79325,LGA,-73.872608,40.777245,17,1
MIA,-80.290556,25.79325,ORD,-87.904842,41.978603,0,1
MIA,-80.290556,25.79325,PHL,-75.241139,39.871944,0,1
MIA,-80.290556,25.79325,IAH,-95.341442,29.984433,1,1
MIA,-80.290556,25.79325,MCO,-81.308994,28.429394,0,1
MIA,-80.290556,25.79325,ATL,-84.428067,33.636719,0,1
MIA,-80.290556,25.79325,ATL,-84.428067,33.636719,7,1
MIA,-80.290556,25.79325,IAH,-95.341442,29.984433,11,1
MSP,-93.221767,44.881956,DEN,-104.673178,39.861656,0,1
MSP,-93.221767,44.881956,DTW,-83.353389,42.212444,0,1
MSP,-93.221767,44.881956,PHX,-112.011583,33.434278,0,1
MSP,-93.221767,44.881956,BOS,-71.005181,42.364347,1,1
MSP,-93.221767,44.881956,LGA,-73.872608,40.777245,0,1
MSP,-93.221767,44.881956,DEN,-104.673178,39.861656,17,1
MSP,-93.221767,44.881956,BOS,-71.005181,42.364347,0,1
MSP,-93.221767,44.881956,ATL,-84.428067,33.636719,12,1
MSP,-93.221767,44.881956,ATL,-84.428067,33.636719,2,1
MSP,-93.221767,44.881956,DEN,-104.673178,39.861656,0,1
MSP,-93.221767,44.881956,PHL,-75.241139,39.871944,0,1
MSP,-93.221767,44.881956,DEN,-104.673178,39.861656,0,1
MSP,-93.221767,44.881956,SEA,-122.309306,47.449,0,1
MSP,-93.221767,44.881956,SFO,-122.374889,37.618972,0,1
MSP,-93.221767,44.881956,ATL,-84.428067,33.636719,0,1
MSP,-93.221767,44.881956,DFW,-97.037997,32.896828,0,1
MSP,-93.221767,44.881956,LGA,-73.872608,40.777245,0,1
MSP,-93.221767,44.881956,LGA,-73.872608,40.777245,0,1
MSP,-93.221767,44.881956,CLT,-80.943139,35.214,0,1
MSP,-93.221767,44.881956,IAH,-95.341442,29.984433,53,1
ORD,-87.904842,41.978603,LGA,-73.872608,40.777245,40,1
ORD,-87.904842,41.978603,ATL,-84.428067,33.636719,0,1
ORD,-87.904842,41.978603,SFO,-122.374889,37.618972,0,1
ORD,-87.904842,41.978603,EWR,-74.168667,40.6925,0,1
ORD,-87.904842,41.978603,BOS,-71.005181,42.364347,0,1
ORD,-87.904842,41.978603,IAH,-95.341442,29.984433,8,1
ORD,-87.904842,41.978603,LAS,-115.15225,36.080056,0,1
ORD,-87.904842,41.978603,PHL,-75.241139,39.871944,16,1
ORD,-87.904842,41.978603,IAH,-95.341442,29.984433,14,1
ORD,-87.904842,41.978603,LGA,-73.872608,40.777245,3,1
ORD,-87.904842,41.978603,DEN,-104.673178,39.861656,26,1
ORD,-87.904842,41.978603,DFW,-97.037997,32.896828,0,1
ORD,-87.904842,41.978603,BOS,-71.005181,42.364347,0,1
ORD,-87.904842,41.978603,ATL,-84.428067,33.636719,0,1
ORD,-87.904842,41.978603,MSP,-93.221767,44.881956,90,1
ORD,-87.904842,41.978603,DTW,-83.353389,42.212444,58,1
ORD,-87.904842,41.978603,DEN,-104.673178,39.861656,0,1
ORD,-87.904842,41.978603,EWR,-74.168667,40.6925,67,1
ORD,-87.904842,41.978603,DEN,-104.673178,39.861656,0,1
ORD,-87.904842,41.978603,LAX,-118.408075,33.942536,5,1
ORD,-87.904842,41.978603,BOS,-71.005181,42.364347,20,1
ORD,-87.904842,41.978603,MSP,-93.221767,44.881956,0,1
ORD,-87.904842,41.978603,DFW,-97.037997,32.896828,49,1
ORD,-87.904842,41.978603,PHL,-75.241139,39.871944,0,1
ORD,-87.904842,41.978603,LAS,-115.15225,36.080056,4,1
ORD,-87.904842,41.978603,SFO,-122.374889,37.618972,26,1
ORD,-87.904842,41.978603,PHX,-112.011583,33.434278,4,1
ORD,-87.904842,41.978603,JFK,-73.778925,40.639751,8,1
ORD,-87.904842,41.978603,IAH,-95.341442,29.984433,0,1
ORD,-87.904842,41.978603,LAX,-118.408075,33.942536,15,1
ORD,-87.904842,41.978603,LAX,-118.408075,33.942536,9,1
ORD,-87.904842,41.978603,EWR,-74.168667,40.6925,0,1
ORD,-87.904842,41.978603,IAH,-95.341442,29.984433,1,1
ORD,-87.904842,41.978603,PHL,-75.241139,39.871944,0,1
PHL,-75.241139,39.871944,ATL,-84.428067,33.636719,0,1
PHL,-75.241139,39.871944,LAS,-115.15225,36.080056,0,1
PHL,-75.241139,39.871944,ORD,-87.904842,41.978603,0,1
PHL,-75.241139,39.871944,ATL,-84.428067,33.636719,0,1
PHL,-75.241139,39.871944,MCO,-81.308994,28.429394,28,1
PHL,-75.241139,39.871944,BOS,-71.005181,42.364347,5,1
PHL,-75.241139,39.871944,LAS,-115.15225,36.080056,35,1
PHL,-75.241139,39.871944,ATL,-84.428067,33.636719,0,1
PHL,-75.241139,39.871944,DEN,-104.673178,39.861656,8,1
PHL,-75.241139,39.871944,MCO,-81.308994,28.429394,0,1
PHL,-75.241139,39.871944,SFO,-122.374889,37.618972,0,1
PHL,-75.241139,39.871944,ORD,-87.904842,41.978603,0,1
PHL,-75.241139,39.871944,ATL,-84.428067,33.636719,0,1
PHX,-112.011583,33.434278,LAS,-115.15225,36.080056,9,1
PHX,-112.011583,33.434278,SFO,-122.374889,37.618972,0,1
PHX,-112.011583,33.434278,PHL,-75.241139,39.871944,0,1
PHX,-112.011583,33.434278,MSP,-93.221767,44.881956,64,1
PHX,-112.011583,33.434278,LAX,-118.408075,33.942536,0,1
PHX,-112.011583,33.434278,LAS,-115.15225,36.080056,27,1
PHX,-112.011583,33.434278,DEN,-104.673178,39.861656,0,1
PHX,-112.011583,33.434278,MCO,-81.308994,28.429394,221,1
PHX,-112.011583,33.434278,DFW,-97.037997,32.896828,0,1
PHX,-112.011583,33.434278,DFW,-97.037997,32.896828,0,1
PHX,-112.011583,33.434278,CLT,-80.943139,35.214,0,1
PHX,-112.011583,33.434278,DFW,-97.037997,32.896828,0,1
PHX,-112.011583,33.434278,LAS,-115.15225,36.080056,0,1
PHX,-112.011583,33.434278,SFO,-122.374889,37.618972,3,1
PHX,-112.011583,33.434278,MCO,-81.308994,28.429394,27,1
PHX,-112.011583,33.434278,MSP,-93.221767,44.881956,2,1
PHX,-112.011583,33.434278,SEA,-122.309306,47.449,0,1
PHX,-112.011583,33.434278,LAS,-115.15225,36.080056,0,1
PHX,-112.011583,33.434278,LAS,-115.15225,36.080056,4,1
PHX,-112.011583,33.434278,LAX,-118.408075,33.942536,4,1
PHX,-112.011583,33.434278,LAX,-118.408075,33.942536,0,1
PHX,-112.011583,33.434278,LAX,-118.408075,33.942536,5,1
SEA,-122.309306,47.449,LAS,-115.15225,36.080056,0,1
SEA,-122.309306,47.449,DEN,-104.673178,39.861656,13,1
SEA,-122.309306,47.449,DEN,-104.673178,39.861656,0,1
SEA,-122.309306,47.449,IAH,-95.341442,29.984433,0,1
SEA,-122.309306,47.449,PHX,-112.011583,33.434278,0,1
SEA,-122.309306,47.449,ORD,-87.904842,41.978603,0,1
SEA,-122.309306,47.449,JFK,-73.778925,40.639751,0,1
SEA,-122.309306,47.449,LAX,-118.408075,33.942536,0,1
SEA,-122.309306,47.449,LAX,-118.408075,33.942536,12,1
SEA,-122.309306,47.449,LAX,-118.408075,33.942536,4,1
SEA,-122.309306,47.449,ORD,-87.904842,41.978603,19,1
SEA,-122.309306,47.449,LAS,-115.15225,36.080056,0,1
SEA,-122.309306,47.449,SFO,-122.374889,37.618972,0,1
SEA,-122.309306,47.449,SFO,-122.374889,37.618972,0,1
SEA,-122.309306,47.449,ATL,-84.428067,33.636719,0,1
SEA,-122.309306,47.449,LAS,-115.15225,36.080056,0,1
SEA,-122.309306,47.449,PHX,-112.011583,33.434278,0,1
SFO,-122.374889,37.618972,ATL,-84.428067,33.636719,0,1
SFO,-122.374889,37.618972,BOS,-71.005181,42.364347,0,1
SFO,-122.374889,37.618972,PHX,-112.011583,33.434278,0,1
SFO,-122.374889,37.618972,PHX,-112.011583,33.434278,0,1
SFO,-122.374889,37.618972,LAX,-118.408075,33.942536,0,1
SFO,-122.374889,37.618972,IAH,-95.341442,29.984433,0,1
SFO,-122.374889,37.618972,LAS,-115.15225,36.080056,54,1
SFO,-122.374889,37.618972,DFW,-97.037997,32.896828,2,1
SFO,-122.374889,37.618972,ORD,-87.904842,41.978603,1,1
SFO,-122.374889,37.618972,ORD,-87.904842,41.978603,0,1
SFO,-122.374889,37.618972,LAX,-118.408075,33.942536,0,1
SFO,-122.374889,37.618972,LAX,-118.408075,33.942536,0,1
SFO,-122.374889,37.618972,LAX,-118.408075,33.942536,0,1
SFO,-122.374889,37.618972,LAS,-115.15225,36.080056,20,1
SFO,-122.374889,37.618972,IAH,-95.341442,29.984433,10,1
SFO,-122.374889,37.618972,DEN,-104.673178,39.861656,0,1
SFO,-122.374889,37.618972,LAX,-118.408075,33.942536,0,1
SFO,-122.374889,37.618972,ATL,-84.428067,33.636719,0,1
SFO,-122.374889,37.618972,ORD,-87.904842,41.978603,2,1
SFO,-122.374889,37.618972,IAH,-95.341442,29.984433,0,1
SFO,-122.374889,37.618972,BOS,-71.005181,42.364347,0,1
SFO,-122.374889,37.618972,ORD,-87.904842,41.978603,0,1
